layer,wordlist,steering,neg_prompt_variant,last_word_fraction
3,pain_rhymes2,positive,neg_prompt_v1,0.0
3,pain_rhymes2,negative,neg_prompt_v1,0.0
3,quick,positive,neg_prompt_v1,0.42
3,quick,negative,neg_prompt_v1,0.368
3,pain,positive,neg_prompt_v1,0.0
3,pain,negative,neg_prompt_v1,0.0
4,pain_rhymes_all,positive,neg_prompt_v1,0.0
4,pain_rhymes_all,negative,neg_prompt_v1,0.0
4,quick_rhymes_all,positive,neg_prompt_v1,0.99
4,quick_rhymes_all,negative,neg_prompt_v1,0.994
4,pain_rhymes1,positive,neg_prompt_v1,0.0
4,pain_rhymes1,negative,neg_prompt_v1,0.0
4,pain_rhymes2,positive,neg_prompt_v1,0.0
4,pain_rhymes2,negative,neg_prompt_v1,0.0
4,quick,positive,neg_prompt_v1,0.346
4,quick,negative,neg_prompt_v1,0.392
4,pain,positive,neg_prompt_v1,0.0
4,pain,negative,neg_prompt_v1,0.0
5,pain_rhymes_all,positive,neg_prompt_v1,0.0
5,pain_rhymes_all,negative,neg_prompt_v1,0.0
5,quick_rhymes_all,positive,neg_prompt_v1,0.996
5,quick_rhymes_all,negative,neg_prompt_v1,0.996
5,pain_rhymes1,positive,neg_prompt_v1,0.0
5,pain_rhymes1,negative,neg_prompt_v1,0.0
5,pain_rhymes2,positive,neg_prompt_v1,0.0
5,pain_rhymes2,negative,neg_prompt_v1,0.0
5,quick,positive,neg_prompt_v1,0.318
5,quick,negative,neg_prompt_v1,0.396
5,pain,positive,neg_prompt_v1,0.0
5,pain,negative,neg_prompt_v1,0.0
6,pain_rhymes_all,positive,neg_prompt_v1,0.0
6,pain_rhymes_all,negative,neg_prompt_v1,0.0
6,quick_rhymes_all,positive,neg_prompt_v1,0.998
6,quick_rhymes_all,negative,neg_prompt_v1,0.992
6,pain_rhymes1,positive,neg_prompt_v1,0.0
6,pain_rhymes1,negative,neg_prompt_v1,0.0
6,pain_rhymes2,positive,neg_prompt_v1,0.0
6,pain_rhymes2,negative,neg_prompt_v1,0.0
6,quick,positive,neg_prompt_v1,0.344
6,quick,negative,neg_prompt_v1,0.446
6,pain,positive,neg_prompt_v1,0.0
6,pain,negative,neg_prompt_v1,0.0
7,pain_rhymes_all,positive,neg_prompt_v1,0.0
7,pain_rhymes_all,negative,neg_prompt_v1,0.0
7,quick_rhymes_all,positive,neg_prompt_v1,0.988
7,quick_rhymes_all,negative,neg_prompt_v1,1.0
7,pain_rhymes1,positive,neg_prompt_v1,0.0
7,pain_rhymes1,negative,neg_prompt_v1,0.0
7,pain_rhymes2,positive,neg_prompt_v1,0.0
7,pain_rhymes2,negative,neg_prompt_v1,0.0
7,quick,positive,neg_prompt_v1,0.344
7,quick,negative,neg_prompt_v1,0.42
7,pain,positive,neg_prompt_v1,0.0
7,pain,negative,neg_prompt_v1,0.0
8,pain_rhymes_all,positive,neg_prompt_v1,0.0
8,pain_rhymes_all,negative,neg_prompt_v1,0.0
8,quick_rhymes_all,positive,neg_prompt_v1,0.994
8,quick_rhymes_all,negative,neg_prompt_v1,0.998
8,pain_rhymes1,positive,neg_prompt_v1,0.0
8,pain_rhymes1,negative,neg_prompt_v1,0.0
8,pain_rhymes2,positive,neg_prompt_v1,0.0
8,pain_rhymes2,negative,neg_prompt_v1,0.0
8,quick,positive,neg_prompt_v1,0.294
8,quick,negative,neg_prompt_v1,0.526
8,pain,positive,neg_prompt_v1,0.0
8,pain,negative,neg_prompt_v1,0.0
9,pain_rhymes_all,positive,neg_prompt_v1,0.0
9,pain_rhymes_all,negative,neg_prompt_v1,0.0
9,quick_rhymes_all,positive,neg_prompt_v1,0.996
9,quick_rhymes_all,negative,neg_prompt_v1,0.994
9,pain_rhymes1,positive,neg_prompt_v1,0.0
9,pain_rhymes1,negative,neg_prompt_v1,0.0
9,pain_rhymes2,positive,neg_prompt_v1,0.0
9,pain_rhymes2,negative,neg_prompt_v1,0.0
9,quick,positive,neg_prompt_v1,0.28
9,quick,negative,neg_prompt_v1,0.486
9,pain,positive,neg_prompt_v1,0.0
9,pain,negative,neg_prompt_v1,0.0
10,pain_rhymes_all,positive,neg_prompt_v1,0.858
10,pain_rhymes_all,negative,neg_prompt_v1,0.0
10,quick_rhymes_all,positive,neg_prompt_v1,0.0
10,quick_rhymes_all,negative,neg_prompt_v1,0.974
10,pain_rhymes1,positive,neg_prompt_v1,0.29
10,pain_rhymes1,negative,neg_prompt_v1,0.0
10,pain_rhymes2,positive,neg_prompt_v1,0.548
10,pain_rhymes2,negative,neg_prompt_v1,0.0
10,quick,positive,neg_prompt_v1,0.0
10,quick,negative,neg_prompt_v1,0.146
10,pain,positive,neg_prompt_v1,0.04
10,pain,negative,neg_prompt_v1,0.0
11,pain_rhymes_all,positive,neg_prompt_v1,0.924
11,pain_rhymes_all,negative,neg_prompt_v1,0.0
11,quick_rhymes_all,positive,neg_prompt_v1,0.0
11,quick_rhymes_all,negative,neg_prompt_v1,0.98
11,pain_rhymes1,positive,neg_prompt_v1,0.288
11,pain_rhymes1,negative,neg_prompt_v1,0.0
11,pain_rhymes2,positive,neg_prompt_v1,0.63
11,pain_rhymes2,negative,neg_prompt_v1,0.0
11,quick,positive,neg_prompt_v1,0.0
11,quick,negative,neg_prompt_v1,0.25
11,pain,positive,neg_prompt_v1,0.034
11,pain,negative,neg_prompt_v1,0.0
12,pain_rhymes_all,positive,neg_prompt_v1,0.892
12,pain_rhymes_all,negative,neg_prompt_v1,0.0
12,quick_rhymes_all,positive,neg_prompt_v1,0.0
12,quick_rhymes_all,negative,neg_prompt_v1,0.976
12,pain_rhymes1,positive,neg_prompt_v1,0.252
12,pain_rhymes1,negative,neg_prompt_v1,0.0
12,pain_rhymes2,positive,neg_prompt_v1,0.548
12,pain_rhymes2,negative,neg_prompt_v1,0.0
12,quick,positive,neg_prompt_v1,0.0
12,quick,negative,neg_prompt_v1,0.238
12,pain,positive,neg_prompt_v1,0.102
12,pain,negative,neg_prompt_v1,0.0
13,pain_rhymes_all,positive,neg_prompt_v1,0.902
13,pain_rhymes_all,negative,neg_prompt_v1,0.0
13,quick_rhymes_all,positive,neg_prompt_v1,0.0
13,quick_rhymes_all,negative,neg_prompt_v1,0.968
13,pain_rhymes1,positive,neg_prompt_v1,0.272
13,pain_rhymes1,negative,neg_prompt_v1,0.0
13,pain_rhymes2,positive,neg_prompt_v1,0.526
13,pain_rhymes2,negative,neg_prompt_v1,0.0
13,quick,positive,neg_prompt_v1,0.0
13,quick,negative,neg_prompt_v1,0.372
13,pain,positive,neg_prompt_v1,0.114
13,pain,negative,neg_prompt_v1,0.0
14,pain_rhymes_all,positive,neg_prompt_v1,0.918
14,pain_rhymes_all,negative,neg_prompt_v1,0.0
14,quick_rhymes_all,positive,neg_prompt_v1,0.0
14,quick_rhymes_all,negative,neg_prompt_v1,0.976
14,pain_rhymes1,positive,neg_prompt_v1,0.29
14,pain_rhymes1,negative,neg_prompt_v1,0.0
14,pain_rhymes2,positive,neg_prompt_v1,0.542
14,pain_rhymes2,negative,neg_prompt_v1,0.0
14,quick,positive,neg_prompt_v1,0.0
14,quick,negative,neg_prompt_v1,0.276
14,pain,positive,neg_prompt_v1,0.1
14,pain,negative,neg_prompt_v1,0.0
15,pain_rhymes_all,positive,neg_prompt_v1,0.876
15,pain_rhymes_all,negative,neg_prompt_v1,0.0
15,quick_rhymes_all,positive,neg_prompt_v1,0.004
15,quick_rhymes_all,negative,neg_prompt_v1,0.986
15,pain_rhymes1,positive,neg_prompt_v1,0.3
15,pain_rhymes1,negative,neg_prompt_v1,0.0
15,pain_rhymes2,positive,neg_prompt_v1,0.504
15,pain_rhymes2,negative,neg_prompt_v1,0.0
15,quick,positive,neg_prompt_v1,0.002
15,quick,negative,neg_prompt_v1,0.358
15,pain,positive,neg_prompt_v1,0.084
15,pain,negative,neg_prompt_v1,0.0
16,pain_rhymes_all,positive,neg_prompt_v1,0.898
16,pain_rhymes_all,negative,neg_prompt_v1,0.0
16,quick_rhymes_all,positive,neg_prompt_v1,0.0
16,quick_rhymes_all,negative,neg_prompt_v1,0.978
16,pain_rhymes1,positive,neg_prompt_v1,0.304
16,pain_rhymes1,negative,neg_prompt_v1,0.0
16,pain_rhymes2,positive,neg_prompt_v1,0.506
16,pain_rhymes2,negative,neg_prompt_v1,0.0
16,quick,positive,neg_prompt_v1,0.0
16,quick,negative,neg_prompt_v1,0.382
16,pain,positive,neg_prompt_v1,0.104
16,pain,negative,neg_prompt_v1,0.0
17,pain_rhymes_all,positive,neg_prompt_v1,0.914
17,pain_rhymes_all,negative,neg_prompt_v1,0.0
17,quick_rhymes_all,positive,neg_prompt_v1,0.0
17,quick_rhymes_all,negative,neg_prompt_v1,0.982
17,pain_rhymes1,positive,neg_prompt_v1,0.314
17,pain_rhymes1,negative,neg_prompt_v1,0.0
17,pain_rhymes2,positive,neg_prompt_v1,0.51
17,pain_rhymes2,negative,neg_prompt_v1,0.0
17,quick,positive,neg_prompt_v1,0.0
17,quick,negative,neg_prompt_v1,0.346
17,pain,positive,neg_prompt_v1,0.108
17,pain,negative,neg_prompt_v1,0.0
18,pain_rhymes_all,positive,neg_prompt_v1,0.906
18,pain_rhymes_all,negative,neg_prompt_v1,0.0
18,quick_rhymes_all,positive,neg_prompt_v1,0.0
18,quick_rhymes_all,negative,neg_prompt_v1,0.984
18,pain_rhymes1,positive,neg_prompt_v1,0.26
18,pain_rhymes1,negative,neg_prompt_v1,0.0
18,pain_rhymes2,positive,neg_prompt_v1,0.498
18,pain_rhymes2,negative,neg_prompt_v1,0.0
18,quick,positive,neg_prompt_v1,0.0
18,quick,negative,neg_prompt_v1,0.354
18,pain,positive,neg_prompt_v1,0.15
18,pain,negative,neg_prompt_v1,0.0
19,pain_rhymes_all,positive,neg_prompt_v1,0.894
19,pain_rhymes_all,negative,neg_prompt_v1,0.0
19,quick_rhymes_all,positive,neg_prompt_v1,0.0
19,quick_rhymes_all,negative,neg_prompt_v1,0.984
19,pain_rhymes1,positive,neg_prompt_v1,0.294
19,pain_rhymes1,negative,neg_prompt_v1,0.0
19,pain_rhymes2,positive,neg_prompt_v1,0.478
19,pain_rhymes2,negative,neg_prompt_v1,0.0
19,quick,positive,neg_prompt_v1,0.0
19,quick,negative,neg_prompt_v1,0.266
19,pain,positive,neg_prompt_v1,0.122
19,pain,negative,neg_prompt_v1,0.0
20,pain_rhymes_all,positive,neg_prompt_v1,0.89
20,pain_rhymes_all,negative,neg_prompt_v1,0.0
20,quick_rhymes_all,positive,neg_prompt_v1,0.0
20,quick_rhymes_all,negative,neg_prompt_v1,0.988
20,pain_rhymes1,positive,neg_prompt_v1,0.294
20,pain_rhymes1,negative,neg_prompt_v1,0.0
20,pain_rhymes2,positive,neg_prompt_v1,0.498
20,pain_rhymes2,negative,neg_prompt_v1,0.0
20,quick,positive,neg_prompt_v1,0.0
20,quick,negative,neg_prompt_v1,0.256
20,pain,positive,neg_prompt_v1,0.106
20,pain,negative,neg_prompt_v1,0.0
21,pain_rhymes_all,positive,neg_prompt_v1,0.89
21,pain_rhymes_all,negative,neg_prompt_v1,0.0
21,quick_rhymes_all,positive,neg_prompt_v1,0.0
21,quick_rhymes_all,negative,neg_prompt_v1,0.992
21,pain_rhymes1,positive,neg_prompt_v1,0.33
21,pain_rhymes1,negative,neg_prompt_v1,0.0
21,pain_rhymes2,positive,neg_prompt_v1,0.526
21,pain_rhymes2,negative,neg_prompt_v1,0.0
21,quick,positive,neg_prompt_v1,0.0
21,quick,negative,neg_prompt_v1,0.28
21,pain,positive,neg_prompt_v1,0.07
21,pain,negative,neg_prompt_v1,0.0
22,pain_rhymes_all,positive,neg_prompt_v1,0.9
22,pain_rhymes_all,negative,neg_prompt_v1,0.0
22,quick_rhymes_all,positive,neg_prompt_v1,0.0
22,quick_rhymes_all,negative,neg_prompt_v1,0.978
22,pain_rhymes1,positive,neg_prompt_v1,0.314
22,pain_rhymes1,negative,neg_prompt_v1,0.0
22,pain_rhymes2,positive,neg_prompt_v1,0.536
22,pain_rhymes2,negative,neg_prompt_v1,0.0
22,quick,positive,neg_prompt_v1,0.0
22,quick,negative,neg_prompt_v1,0.228
22,pain,positive,neg_prompt_v1,0.066
22,pain,negative,neg_prompt_v1,0.0
23,pain_rhymes_all,positive,neg_prompt_v1,0.912
23,pain_rhymes_all,negative,neg_prompt_v1,0.0
23,quick_rhymes_all,positive,neg_prompt_v1,0.0
23,quick_rhymes_all,negative,neg_prompt_v1,0.98
23,pain_rhymes1,positive,neg_prompt_v1,0.36
23,pain_rhymes1,negative,neg_prompt_v1,0.0
23,pain_rhymes2,positive,neg_prompt_v1,0.522
23,pain_rhymes2,negative,neg_prompt_v1,0.0
23,quick,positive,neg_prompt_v1,0.0
23,quick,negative,neg_prompt_v1,0.262
23,pain,positive,neg_prompt_v1,0.034
23,pain,negative,neg_prompt_v1,0.0
24,pain_rhymes_all,positive,neg_prompt_v1,0.868
24,pain_rhymes_all,negative,neg_prompt_v1,0.0
24,quick_rhymes_all,positive,neg_prompt_v1,0.0
24,quick_rhymes_all,negative,neg_prompt_v1,0.992
24,pain_rhymes1,positive,neg_prompt_v1,0.308
24,pain_rhymes1,negative,neg_prompt_v1,0.0
24,pain_rhymes2,positive,neg_prompt_v1,0.546
24,pain_rhymes2,negative,neg_prompt_v1,0.0
24,quick,positive,neg_prompt_v1,0.0
24,quick,negative,neg_prompt_v1,0.29
24,pain,positive,neg_prompt_v1,0.026
24,pain,negative,neg_prompt_v1,0.0
25,pain_rhymes_all,positive,neg_prompt_v1,0.896
25,pain_rhymes_all,negative,neg_prompt_v1,0.0
25,quick_rhymes_all,positive,neg_prompt_v1,0.0
25,quick_rhymes_all,negative,neg_prompt_v1,0.964
25,pain_rhymes1,positive,neg_prompt_v1,0.348
25,pain_rhymes1,negative,neg_prompt_v1,0.0
25,pain_rhymes2,positive,neg_prompt_v1,0.514
25,pain_rhymes2,negative,neg_prompt_v1,0.0
25,quick,positive,neg_prompt_v1,0.0
25,quick,negative,neg_prompt_v1,0.302
25,pain,positive,neg_prompt_v1,0.044
25,pain,negative,neg_prompt_v1,0.0
26,pain_rhymes_all,positive,neg_prompt_v1,0.916
26,pain_rhymes_all,negative,neg_prompt_v1,0.0
26,quick_rhymes_all,positive,neg_prompt_v1,0.002
26,quick_rhymes_all,negative,neg_prompt_v1,0.878
26,pain_rhymes1,positive,neg_prompt_v1,0.288
26,pain_rhymes1,negative,neg_prompt_v1,0.0
26,pain_rhymes2,positive,neg_prompt_v1,0.61
26,pain_rhymes2,negative,neg_prompt_v1,0.0
26,quick,positive,neg_prompt_v1,0.002
26,quick,negative,neg_prompt_v1,0.394
26,pain,positive,neg_prompt_v1,0.036
26,pain,negative,neg_prompt_v1,0.0
27,pain_rhymes_all,positive,neg_prompt_v1,0.724
27,pain_rhymes_all,negative,neg_prompt_v1,0.0
27,quick_rhymes_all,positive,neg_prompt_v1,0.0
27,quick_rhymes_all,negative,neg_prompt_v1,0.04
27,pain_rhymes1,positive,neg_prompt_v1,0.286
27,pain_rhymes1,negative,neg_prompt_v1,0.0
27,pain_rhymes2,positive,neg_prompt_v1,0.456
27,pain_rhymes2,negative,neg_prompt_v1,0.0
27,quick,positive,neg_prompt_v1,0.0
27,quick,negative,neg_prompt_v1,0.016
27,pain,positive,neg_prompt_v1,0.01
27,pain,negative,neg_prompt_v1,0.0
28,pain_rhymes_all,positive,neg_prompt_v1,0.528
28,pain_rhymes_all,negative,neg_prompt_v1,0.006
28,quick_rhymes_all,positive,neg_prompt_v1,0.0
28,quick_rhymes_all,negative,neg_prompt_v1,0.01
28,pain_rhymes1,positive,neg_prompt_v1,0.1
28,pain_rhymes1,negative,neg_prompt_v1,0.006
28,pain_rhymes2,positive,neg_prompt_v1,0.466
28,pain_rhymes2,negative,neg_prompt_v1,0.006
28,quick,positive,neg_prompt_v1,0.0
28,quick,negative,neg_prompt_v1,0.002
28,pain,positive,neg_prompt_v1,0.008
28,pain,negative,neg_prompt_v1,0.0
29,pain_rhymes_all,positive,neg_prompt_v1,0.444
29,pain_rhymes_all,negative,neg_prompt_v1,0.018
29,quick_rhymes_all,positive,neg_prompt_v1,0.002
29,quick_rhymes_all,negative,neg_prompt_v1,0.03
29,pain_rhymes1,positive,neg_prompt_v1,0.094
29,pain_rhymes1,negative,neg_prompt_v1,0.018
29,pain_rhymes2,positive,neg_prompt_v1,0.396
29,pain_rhymes2,negative,neg_prompt_v1,0.018
29,quick,positive,neg_prompt_v1,0.0
29,quick,negative,neg_prompt_v1,0.002
29,pain,positive,neg_prompt_v1,0.002
29,pain,negative,neg_prompt_v1,0.0
30,pain_rhymes_all,positive,neg_prompt_v1,0.506
30,pain_rhymes_all,negative,neg_prompt_v1,0.0
30,quick_rhymes_all,positive,neg_prompt_v1,0.018
30,quick_rhymes_all,negative,neg_prompt_v1,0.098
30,pain_rhymes1,positive,neg_prompt_v1,0.152
30,pain_rhymes1,negative,neg_prompt_v1,0.0
30,pain_rhymes2,positive,neg_prompt_v1,0.39
30,pain_rhymes2,negative,neg_prompt_v1,0.0
30,quick,positive,neg_prompt_v1,0.002
30,quick,negative,neg_prompt_v1,0.022
30,pain,positive,neg_prompt_v1,0.002
30,pain,negative,neg_prompt_v1,0.0
31,pain_rhymes_all,positive,neg_prompt_v1,0.018
31,pain_rhymes_all,negative,neg_prompt_v1,0.0
31,quick_rhymes_all,positive,neg_prompt_v1,0.564
31,quick_rhymes_all,negative,neg_prompt_v1,0.538
31,pain_rhymes1,positive,neg_prompt_v1,0.006
31,pain_rhymes1,negative,neg_prompt_v1,0.0
31,pain_rhymes2,positive,neg_prompt_v1,0.012
31,pain_rhymes2,negative,neg_prompt_v1,0.0
31,quick,positive,neg_prompt_v1,0.102
31,quick,negative,neg_prompt_v1,0.278
31,pain,positive,neg_prompt_v1,0.0
31,pain,negative,neg_prompt_v1,0.0
32,pain_rhymes_all,positive,neg_prompt_v1,0.0
32,pain_rhymes_all,negative,neg_prompt_v1,0.0
32,quick_rhymes_all,positive,neg_prompt_v1,0.922
32,quick_rhymes_all,negative,neg_prompt_v1,0.758
32,pain_rhymes1,positive,neg_prompt_v1,0.0
32,pain_rhymes1,negative,neg_prompt_v1,0.0
32,pain_rhymes2,positive,neg_prompt_v1,0.0
32,pain_rhymes2,negative,neg_prompt_v1,0.0
32,quick,positive,neg_prompt_v1,0.098
32,quick,negative,neg_prompt_v1,0.46
32,pain,positive,neg_prompt_v1,0.0
32,pain,negative,neg_prompt_v1,0.0
33,pain_rhymes_all,positive,neg_prompt_v1,0.0
33,pain_rhymes_all,negative,neg_prompt_v1,0.0
33,quick_rhymes_all,positive,neg_prompt_v1,0.944
33,quick_rhymes_all,negative,neg_prompt_v1,0.89
33,pain_rhymes1,positive,neg_prompt_v1,0.0
33,pain_rhymes1,negative,neg_prompt_v1,0.0
33,pain_rhymes2,positive,neg_prompt_v1,0.0
33,pain_rhymes2,negative,neg_prompt_v1,0.0
33,quick,positive,neg_prompt_v1,0.162
33,quick,negative,neg_prompt_v1,0.528
33,pain,positive,neg_prompt_v1,0.0
33,pain,negative,neg_prompt_v1,0.0
34,pain_rhymes_all,positive,neg_prompt_v1,0.0
34,pain_rhymes_all,negative,neg_prompt_v1,0.0
34,quick_rhymes_all,positive,neg_prompt_v1,0.934
34,quick_rhymes_all,negative,neg_prompt_v1,0.932
34,pain_rhymes1,positive,neg_prompt_v1,0.0
34,pain_rhymes1,negative,neg_prompt_v1,0.0
34,pain_rhymes2,positive,neg_prompt_v1,0.0
34,pain_rhymes2,negative,neg_prompt_v1,0.0
34,quick,positive,neg_prompt_v1,0.134
34,quick,negative,neg_prompt_v1,0.622
34,pain,positive,neg_prompt_v1,0.0
34,pain,negative,neg_prompt_v1,0.0
35,pain_rhymes_all,positive,neg_prompt_v1,0.0
35,pain_rhymes_all,negative,neg_prompt_v1,0.0
35,quick_rhymes_all,positive,neg_prompt_v1,0.964
35,quick_rhymes_all,negative,neg_prompt_v1,0.948
35,pain_rhymes1,positive,neg_prompt_v1,0.0
35,pain_rhymes1,negative,neg_prompt_v1,0.0
35,pain_rhymes2,positive,neg_prompt_v1,0.0
35,pain_rhymes2,negative,neg_prompt_v1,0.0
35,quick,positive,neg_prompt_v1,0.132
35,quick,negative,neg_prompt_v1,0.662
35,pain,positive,neg_prompt_v1,0.0
35,pain,negative,neg_prompt_v1,0.0
36,pain_rhymes_all,positive,neg_prompt_v1,0.0
36,pain_rhymes_all,negative,neg_prompt_v1,0.0
36,quick_rhymes_all,positive,neg_prompt_v1,0.976
36,quick_rhymes_all,negative,neg_prompt_v1,0.97
36,pain_rhymes1,positive,neg_prompt_v1,0.0
36,pain_rhymes1,negative,neg_prompt_v1,0.0
36,pain_rhymes2,positive,neg_prompt_v1,0.0
36,pain_rhymes2,negative,neg_prompt_v1,0.0
36,quick,positive,neg_prompt_v1,0.144
36,quick,negative,neg_prompt_v1,0.572
36,pain,positive,neg_prompt_v1,0.0
36,pain,negative,neg_prompt_v1,0.0
37,pain_rhymes_all,positive,neg_prompt_v1,0.0
37,pain_rhymes_all,negative,neg_prompt_v1,0.0
37,quick_rhymes_all,positive,neg_prompt_v1,0.982
37,quick_rhymes_all,negative,neg_prompt_v1,0.988
37,pain_rhymes1,positive,neg_prompt_v1,0.0
37,pain_rhymes1,negative,neg_prompt_v1,0.0
37,pain_rhymes2,positive,neg_prompt_v1,0.0
37,pain_rhymes2,negative,neg_prompt_v1,0.0
37,quick,positive,neg_prompt_v1,0.158
37,quick,negative,neg_prompt_v1,0.652
37,pain,positive,neg_prompt_v1,0.0
37,pain,negative,neg_prompt_v1,0.0
38,pain_rhymes_all,positive,neg_prompt_v1,0.0
38,pain_rhymes_all,negative,neg_prompt_v1,0.0
38,quick_rhymes_all,positive,neg_prompt_v1,0.97
38,quick_rhymes_all,negative,neg_prompt_v1,0.994
38,pain_rhymes1,positive,neg_prompt_v1,0.0
38,pain_rhymes1,negative,neg_prompt_v1,0.0
38,pain_rhymes2,positive,neg_prompt_v1,0.0
38,pain_rhymes2,negative,neg_prompt_v1,0.0
38,quick,positive,neg_prompt_v1,0.122
38,quick,negative,neg_prompt_v1,0.6
38,pain,positive,neg_prompt_v1,0.0
38,pain,negative,neg_prompt_v1,0.0
39,pain_rhymes_all,positive,neg_prompt_v1,0.0
39,pain_rhymes_all,negative,neg_prompt_v1,0.0
39,quick_rhymes_all,positive,neg_prompt_v1,0.972
39,quick_rhymes_all,negative,neg_prompt_v1,0.992
39,pain_rhymes1,positive,neg_prompt_v1,0.0
39,pain_rhymes1,negative,neg_prompt_v1,0.0
39,pain_rhymes2,positive,neg_prompt_v1,0.0
39,pain_rhymes2,negative,neg_prompt_v1,0.0
39,quick,positive,neg_prompt_v1,0.102
39,quick,negative,neg_prompt_v1,0.614
39,pain,positive,neg_prompt_v1,0.0
39,pain,negative,neg_prompt_v1,0.0
40,pain_rhymes_all,positive,neg_prompt_v1,0.0
40,pain_rhymes_all,negative,neg_prompt_v1,0.0
40,quick_rhymes_all,positive,neg_prompt_v1,0.982
40,quick_rhymes_all,negative,neg_prompt_v1,0.992
40,pain_rhymes1,positive,neg_prompt_v1,0.0
40,pain_rhymes1,negative,neg_prompt_v1,0.0
40,pain_rhymes2,positive,neg_prompt_v1,0.0
40,pain_rhymes2,negative,neg_prompt_v1,0.0
40,quick,positive,neg_prompt_v1,0.138
40,quick,negative,neg_prompt_v1,0.644
40,pain,positive,neg_prompt_v1,0.0
40,pain,negative,neg_prompt_v1,0.0
0,pain_rhymes_all,positive,neg_prompt_v2,0.0
0,pain_rhymes_all,negative,neg_prompt_v2,0.0
0,quick_rhymes_all,positive,neg_prompt_v2,0.992
0,quick_rhymes_all,negative,neg_prompt_v2,0.99
0,pain_rhymes1,positive,neg_prompt_v2,0.0
0,pain_rhymes1,negative,neg_prompt_v2,0.0
0,pain_rhymes2,positive,neg_prompt_v2,0.0
0,pain_rhymes2,negative,neg_prompt_v2,0.0
0,quick,positive,neg_prompt_v2,0.378
0,quick,negative,neg_prompt_v2,0.416
0,pain,positive,neg_prompt_v2,0.0
0,pain,negative,neg_prompt_v2,0.0
1,pain_rhymes_all,positive,neg_prompt_v2,0.0
1,pain_rhymes_all,negative,neg_prompt_v2,0.0
1,quick_rhymes_all,positive,neg_prompt_v2,0.992
1,quick_rhymes_all,negative,neg_prompt_v2,0.996
1,pain_rhymes1,positive,neg_prompt_v2,0.0
1,pain_rhymes1,negative,neg_prompt_v2,0.0
1,pain_rhymes2,positive,neg_prompt_v2,0.0
1,pain_rhymes2,negative,neg_prompt_v2,0.0
1,quick,positive,neg_prompt_v2,0.37
1,quick,negative,neg_prompt_v2,0.37
1,pain,positive,neg_prompt_v2,0.0
1,pain,negative,neg_prompt_v2,0.0
2,pain_rhymes_all,positive,neg_prompt_v2,0.0
2,pain_rhymes_all,negative,neg_prompt_v2,0.0
2,quick_rhymes_all,positive,neg_prompt_v2,0.994
2,quick_rhymes_all,negative,neg_prompt_v2,1.0
2,pain_rhymes1,positive,neg_prompt_v2,0.0
2,pain_rhymes1,negative,neg_prompt_v2,0.0
2,pain_rhymes2,positive,neg_prompt_v2,0.0
2,pain_rhymes2,negative,neg_prompt_v2,0.0
2,quick,positive,neg_prompt_v2,0.386
2,quick,negative,neg_prompt_v2,0.398
2,pain,positive,neg_prompt_v2,0.0
2,pain,negative,neg_prompt_v2,0.0
3,pain_rhymes_all,positive,neg_prompt_v2,0.0
